year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,
1985,Neal,,Young,['National Institutes of Health'],"['Internal Medicine', 'Molecular Biology', 'Virology', 'Hematology']","['Internal Medicine', 'Hematology']","['ASCI', 'AAP']",[],[],,
1986,Robert,S.,Bar,[],"['Diabetes', 'Metabolism', 'Endocrinology']","['Diabetes', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,
1986,Ernesto,,Canalis,['University of Connecticut School of Medicine'],"['Cell Biology', 'Endocrinology']",['Endocrinology'],"['ASCI', 'AAP']",[],[],,
1986,Robert,A.,Eisenberg,['University of Pennsylvania Perelman School of Medicine'],"['Immunology', 'Internal Medicine', 'Rheumatology']","['Internal Medicine', 'Rheumatology']","['ASCI', 'AAP']",[],[],,
1986,Eric,Grant,Neilson,"['Northwestern University Feinberg School of Medicine', 'University of Pennsylvania Perelman School of Medicine']","['Nephrology', 'Developmental Biology', 'Internal Medicine', 'Cell Biology', 'Molecular Biology', 'Genetics']","['Nephrology', 'Internal Medicine', 'Genetics']","['ASCI', 'AAP']",['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,
1987,Allan,I.,Pack,['University of Pennsylvania Perelman School of Medicine'],"['Neurobiology', 'Physiology', 'Pulmonology']",['Pulmonology'],"['ASCI', 'AAP']",[],[],,
1987,David,J.,Salant,['Boston University School of Medicine'],['Nephrology'],['Nephrology'],"['ASCI', 'AAP']",['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,
1987,Ajit,,Varki,"['University of California, San Diego, School of Medicine']","['Cell Biology', 'Developmental Biology', 'Glycobiology', 'Hematology', 'Biochemistry', 'Immunology', 'Oncology', 'Internal Medicine']","['Hematology', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,
1988,Jose,F.,Caro,[],"['Metabolism', 'Diabetes', 'Endocrinology']","['Metabolism', 'Diabetes', 'Endocrinology']","['ASCI', 'AAP']",[],[],,
1988,Terry,F.,Davies,['Icahn School of Medicine at Mount Sinai'],['Endocrinology'],['Endocrinology'],"['ASCI', 'AAP']",['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,
1988,Robert,,Eckel,['University of Colorado School of Medicine'],"['Molecular Biology', 'Diabetes', 'Biophysics', 'Metabolism', 'Neurobiology', 'Cardiovascular Disease', 'Physiology', 'Endocrinology']","['Diabetes', 'Metabolism', 'Cardiovascular Disease', 'Endocrinology']","['ASCI', 'AAP']",['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,
1988,William,,Gahl,['National Institutes of Health'],"['Pediatrics', 'Biochemistry', 'Genetics', 'Metabolism', 'Cell Biology']","['Pediatrics', 'Genetics', 'Metabolism']","['ASCI', 'AAP']",[],[],,
1988,Richard,B.,Gaynor,['Eli Lilly and Company'],"['Oncology', 'Internal Medicine', 'Virology', 'Hematology']","['Internal Medicine', 'Hematology']","['ASCI', 'AAP']",[],[],,
1988,Mark,A.,Israel,['Dartmouth Geisel School of Medicine'],"['Dermatology', 'Cell Biology', 'Biochemistry', 'Pediatrics', 'Genetics', 'Oncology', 'Molecular Biology']","['Dermatology', 'Pediatrics', 'Genetics']","['ASCI', 'AAP']",[],[],,
1988,James,L.,Madara,['American Medical Association'],"['Biochemistry', 'Hematology', 'Gastroenterology', 'Pathology', 'Molecular Biology', 'Administration', 'Laboratory Medicine', 'Physiology', 'Microbiology', 'Cell Biology']","['Hematology', 'Gastroenterology', 'Pathology', 'Laboratory Medicine', 'Microbiology']","['ASCI', 'AAP']",[],[],,
1988,Harry,L.,Malech,['National Institutes of Health'],"['Infectious Disease', 'Gene Transfer/Gene Therapy', 'Immunology', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,
1988,Joseph,E.,Parrillo,[],"['Cardiology', 'Internal Medicine', 'Bioethics', 'Cardiovascular Disease', 'Critical Care Medicine', 'Infectious Disease', 'Administration', 'Allergy', 'Immunology']","['Cardiology', 'Internal Medicine', 'Cardiovascular Disease', 'Critical Care Medicine', 'Infectious Disease', 'Allergy']","['ASCI', 'AAP']",[],[],,
1988,J.,Evan,Sadler,[],[],[],"['ASCI', 'AAP']",[],[],,
1988,Samuel,A.,Santoro,['Vanderbilt University School of Medicine'],"['Molecular Biology', 'Pathology', 'Hematology', 'Cell Biology', 'Developmental Biology', 'Biochemistry', 'Laboratory Medicine', 'Cardiovascular Disease', 'Nephrology']","['Pathology', 'Hematology', 'Laboratory Medicine', 'Cardiovascular Disease', 'Nephrology']","['ASCI', 'AAP']",[],[],,
1989,Peter,,Agre,['Johns Hopkins Bloomberg School of Public Health'],"['Biochemistry', 'Physiology', 'Molecular Biology', 'Cell Biology', 'Cardiovascular Disease']",['Cardiovascular Disease'],"['ASCI', 'AAP']",['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
1989,Eric,B,Larson,"['Center for Health Studies, Group Health Cooperative']","['Health services research', 'Epidemiology', 'Administration', 'Outcomes research', 'Internal Medicine', 'Geriatrics', 'General Medicine']","['Internal Medicine', 'Geriatrics', 'General Medicine']","['ASCI', 'AAP']",[],[],,
1989,Lee,M.,Nadler,"['Harvard Medical School', 'Harvard Medical School, Dana-Farber Cancer Institute']","['Oncology', 'Immunology', 'Bone marrow transplantation', 'Hematology']","['Bone marrow transplantation', 'Hematology']","['ASCI', 'AAP']",['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1989,Thomas,C.,Quinn,['Johns Hopkins University School of Medicine'],"['Internal Medicine', 'Epidemiology', 'Infectious Disease', 'Molecular Biology', 'HIV', 'Microbiology']","['Internal Medicine', 'Infectious Disease', 'Microbiology']","['ASCI', 'AAP']",['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
1989,Marlene,,Rabinovitch,['Stanford University School of Medicine'],"['Cardiovascular Disease', 'Genomics', 'Cell Biology', 'Cardiology', 'Pediatrics', 'Molecular Biology', 'Developmental Biology']","['Cardiovascular Disease', 'Genomics', 'Cardiology', 'Pediatrics']","['ASCI', 'AAP']",['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
1989,Alan,S.,Verkman,"['University of California, San Francisco, School of Medicine']","['Biophysics', 'Physiology', 'Gene Transfer/Gene Therapy', 'Nephrology', 'Molecular Biology', 'Cell Biology', 'Biochemistry', 'Pulmonology']","['Nephrology', 'Pulmonology']","['ASCI', 'AAP']",[],[],,
1989,Richard,L.,Wahl,['Washington University School of Medicine in St. Louis'],"['Immunology', 'Oncology', 'Nuclear Medicine', 'Diagnostic Radiology']",['Nuclear Medicine'],"['ASCI', 'AAP']",[],[],,
1989,Richard,A.,Walsh,['Case Western Reserve University School of Medicine'],"['Internal Medicine', 'Physiology', 'Molecular Biology', 'Cardiovascular Disease']","['Internal Medicine', 'Cardiovascular Disease']","['ASCI', 'AAP']",[],[],,
1989,Guy,A.,Zimmerman,['University of Utah School of Medicine'],"['Internal Medicine', 'Cardiovascular Disease', 'Genetics', 'Pulmonology', 'Immunology', 'Cell Biology', 'Molecular Biology']","['Internal Medicine', 'Cardiovascular Disease', 'Genetics', 'Pulmonology']","['ASCI', 'AAP']",[],[],,
1990,Hanna,E.,Abboud,[],[],[],"['ASCI', 'AAP']",[],[],,
1990,John,S.,Adams,"['University of California, Los Angeles, David Geffen School of Medicine']","['Genetics', 'Biochemistry', 'Molecular Biology', 'Cell Biology', 'Metabolism', 'Endocrinology']","['Genetics', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,
1990,Andrew,P.,Feinberg,['Johns Hopkins University School of Medicine'],"['Genetics', 'Molecular Biology', 'Internal Medicine', 'Oncology']","['Genetics', 'Internal Medicine']","['ASCI', 'AAP']",['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
1990,David,G.,Gardner,"['University of California, San Francisco, School of Medicine']",[],[],"['ASCI', 'AAP']",[],[],,
1990,J.,Larry,Jameson,['University of Pennsylvania Perelman School of Medicine'],"['Genetics', 'Biochemistry', 'Molecular Biology', 'Internal Medicine', 'Gene Transfer/Gene Therapy', 'Endocrinology']","['Genetics', 'Internal Medicine', 'Endocrinology']","['ASCI', 'AAP']",[],[],,
1990,Wishwa,N.,Kapoor,['University of Pittsburgh School of Medicine'],"['Internal Medicine', 'Epidemiology', 'General Medicine', 'Health services research']","['Internal Medicine', 'General Medicine']","['ASCI', 'AAP']",['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,
1990,Eduardo,,Marban,['Cedars-Sinai Medical Center'],"['Cardiovascular Disease', 'Molecular Biology', 'Neurobiology', 'Gene Transfer/Gene Therapy', 'Physiology', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']","['ASCI', 'AAP']",[],[],,
1990,Lee,,Ratner,['Washington University School of Medicine in St. Louis'],"['Molecular Biology', 'Oncology']",[],"['ASCI', 'AAP']",[],[],,
1990,Jonathan,I.,Ravdin,['Medical College of Wisconsin'],"['Infectious Disease', 'Administration', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,
1991,Kamal,F.,Badr,['American University of Beirut'],"['Administration', 'Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']","['ASCI', 'AAP']",[],[],,
1991,Robert,M.,Califf,['Duke University School of Medicine'],"['Epidemiology', 'Critical Care Medicine', 'Administration', 'Public Policy', 'Health services research', 'Cardiovascular Disease', 'Cardiology']","['Critical Care Medicine', 'Cardiovascular Disease', 'Cardiology']","['ASCI', 'AAP']",['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
1991,Nicholas,O.,Davidson,['Washington University School of Medicine in St. Louis'],"['Gastroenterology', 'Molecular Biology']",['Gastroenterology'],"['ASCI', 'AAP']",[],[],,
1991,Stephen,J.,Galli,['Stanford University School of Medicine'],"['Molecular Biology', 'Immunology', 'Cell Biology', 'Allergy', 'Biochemistry', 'Infectious Disease', 'Hematology', 'Pathology', 'Administration', 'Developmental Biology']","['Allergy', 'Infectious Disease', 'Hematology', 'Pathology']","['ASCI', 'AAP']",['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
1991,Steven,M.,Haffner,[],"['Diabetes', 'Epidemiology', 'Endocrinology']","['Diabetes', 'Endocrinology']","['ASCI', 'AAP']",[],[],,
1991,Charles,J.,Parker,['University of Utah School of Medicine'],"['Immunology', 'Biochemistry', 'Hematology', 'Oncology', 'Genetics', 'Molecular Biology']","['Hematology', 'Genetics']","['ASCI', 'AAP']",[],[],,
1991,Keith,L.,Parker,[],[],[],"['ASCI', 'AAP']",[],[],,
1991,Lawrence,E,Samelson,[],[],[],"['ASCI', 'AAP']",[],[],,
1991,Ronald,G.,Victor,[],[],[],"['ASCI', 'AAP']",[],[],,
1991,Stephen,G.,Young,"['University of California, Los Angeles, David Geffen School of Medicine']","['Cardiology', 'Cardiovascular Disease', 'Genetics', 'Molecular Biology', 'Metabolism']","['Cardiology', 'Cardiovascular Disease', 'Genetics', 'Metabolism']","['ASCI', 'AAP']",[],[],,
1992,Janis,,Abkowitz,['University of Washington School of Medicine'],"['Cell Biology', 'Hematology', 'Bone marrow transplantation', 'Virology', 'Oncology', 'Internal Medicine']","['Hematology', 'Bone marrow transplantation', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,
1992,L.,Lee,Hamm,['Tulane University School of Medicine'],"['Nephrology', 'Hypertension', 'Genetics', 'Molecular Biology', 'Internal Medicine']","['Nephrology', 'Genetics', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,
1992,Gary,J.,Nabel,['Sanofi-Aventis'],"['Vaccines', 'Gene Transfer/Gene Therapy', 'Molecular Biology', 'Biochemistry', 'Virology']",[],"['ASCI', 'AAP']",[],[],,
1992,K.,Sreekumaran,Nair,['Mayo Clinic'],"['Physiology', 'Endocrinology', 'Diabetes', 'Metabolism', 'Molecular Biology']","['Endocrinology', 'Diabetes', 'Metabolism']","['ASCI', 'AAP']",[],[],,
1992,Ira,,Tabas,['Columbia University College of Physicians & Surgeons'],"['Metabolism', 'Internal Medicine', 'Endocrinology', 'Molecular Biology', 'Biochemistry', 'Cell Biology', 'Cardiovascular Disease']","['Metabolism', 'Internal Medicine', 'Endocrinology', 'Cardiovascular Disease']","['ASCI', 'AAP']",[],[],,
1992,Marilyn,J.,Telen,['Duke University School of Medicine'],"['Internal Medicine', 'Hematology', 'Immunology', 'Cell Biology', 'Biochemistry']","['Internal Medicine', 'Hematology']","['ASCI', 'AAP']",['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
1993,Alain,,Baron,[],"['Diabetes', 'Internal Medicine', 'Metabolism', 'Endocrinology', 'Hypertension']","['Diabetes', 'Internal Medicine', 'Metabolism', 'Endocrinology']","['ASCI', 'AAP']",[],[],,
1993,James,B.,Dale,"['VAMC Memphis', 'University of Tennessee, Memphis College of Medicine']","['Infectious Disease', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']","['ASCI', 'AAP']","['VAMC Affiliates*', 'University of Tennessee Affiliates*']","['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration', 'University of Tennessee Health Science Center', 'University of Tennessee, Graduate School of Medicine', 'University of Tennessee, Memphis College of Medicine']",,
1993,Chi,Van,Dang,['The Ludwig Institute for Cancer Research'],"['Cell Biology', 'Hematology', 'Administration', 'Biochemistry', 'Molecular Biology', 'Oncology', 'Genetics', 'Gene Transfer/Gene Therapy']","['Hematology', 'Genetics']","['ASCI', 'AAP']",[],[],,
1993,Ronald,J.,Falk,['University of North Carolina School of Medicine'],"['Immunology', 'Nephrology', 'Internal Medicine']","['Nephrology', 'Internal Medicine']","['ASCI', 'AAP']",[],[],,
1993,David,A.,Hafler,['Yale School of Medicine'],"['Neuroscience', 'Neurology', 'Immunology', 'Genetics']","['Neurology', 'Genetics']","['ASCI', 'AAP']",[],[],,
1993,Beatrice,Helga,Hahn,[],[],[],"['ASCI', 'AAP']",[],[],,
1993,Mitchell,A.,Lazar,['University of Pennsylvania Perelman School of Medicine'],"['Molecular Biology', 'Biochemistry', 'Endocrinology', 'Pharmacology', 'Genetics', 'Diabetes', 'Metabolism', 'Developmental Biology']","['Endocrinology', 'Genetics', 'Diabetes', 'Metabolism']","['ASCI', 'AAP']",[],[],,
1993,Mark,A.,Magnuson,['Vanderbilt University School of Medicine'],"['Diabetes', 'Molecular Biology', 'Metabolism', 'Developmental Biology', 'Genetics']","['Diabetes', 'Metabolism', 'Genetics']","['ASCI', 'AAP']",[],[],,
1993,Elizabeth,G.,Nabel,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Cardiology', 'Molecular Biology', 'Internal Medicine', 'Cardiovascular Disease', 'Genetics', 'Administration']","['Cardiology', 'Internal Medicine', 'Cardiovascular Disease', 'Genetics']","['ASCI', 'AAP']",['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1993,William,M.,Nauseef,['University of Iowa Carver College of Medicine'],"['Internal Medicine', 'Microbiology', 'Biochemistry', 'Infectious Disease', 'Cell Biology']","['Internal Medicine', 'Microbiology', 'Infectious Disease']","['ASCI', 'AAP']",[],[],,
1993,Perumal,,Thiagarajan,['Baylor College of Medicine'],"['Pathology', 'Internal Medicine', 'Biochemistry', 'Hematology']","['Pathology', 'Internal Medicine', 'Hematology']","['ASCI', 'AAP']",[],[],,
1993,Bruce,D.,Walker,"['Harvard Medical School', 'Harvard Medical School, Massachusetts General Hospital']","['Administration', 'Virology', 'Immunology', 'Infectious Disease', 'Cell Biology']",['Infectious Disease'],"['ASCI', 'AAP']",['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
